Plant_sp_paper	Plant_name_accepted	Plant_sp_current	Plant_genus_current	Plant_family_current	life_form	fruit_type	husk	color	color_code	fruit_le_cm	fruit_wd_cm	seed_le_cm	seed_wd_cm	seed_diam_cm	n_seeds
Xylopia_macrantha	Xylopia_macrantha	Xylopia_macrantha	Xylopia	Annonaceae	tree	capsule	P	black_yellow	S_C	3.75	1.5	0.99	0.89	0.89	1
Xylopia_nitida	Xylopia_nitida	Xylopia_nitida	Xylopia	Annonaceae	NA	capsule	P	black_orange	S_C	NA	NA	NA	NA	NA	NA
Xylopia_sericea	Xylopia_sericea	Xylopia_sericea	Xylopia	Annonaceae	tree	capsule	P	black_orange	S_C	1.45	0.89	0.67	0.47	0.47	2
Xylopia_sp	Xylopia	sp	Xylopia	Annonaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arracacia_elata	Arracacia_elata	Arracacia_elata	Arracacia	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arracacia_tolucensis	Arracacia_tolucensis	Arracacia_tolucensis	Arracacia	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belucia_sp	Chaerophyllum	sp	Chaerophyllum	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Daucus_pusillus	Daucus_pusillus	Daucus_pusillus	Daucus	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solanum_argetium	Peucedanum_austriacum	Peucedanum_austriacum	Peucedanum	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solanum_argetium	Peucedanum_lancifolium	Peucedanum_lancifolium	Peucedanum	Apiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambelania_acida	Ambelania_acida	Ambelania_acida	Ambelania	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambelania_occidentalis	Ambelania_occidentalis	Ambelania_occidentalis	Ambelania	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Apocynaceae	Apocynaceae	sp	Apocynaceae	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asclepias_curassavica	Asclepias_curassavica	Asclepias_curassavica	Asclepias	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aspidosperma_polyneuron	Aspidosperma_polyneuron	Aspidosperma_polyneuron	Aspidosperma	Apocynaceae	NA	capsule	P	brown	F	NA	NA	NA	NA	NA	NA
Aspidosperma_sp	Aspidosperma	sp	Aspidosperma	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Castotemma_sp	Oxypetalum	sp	Oxypetalum	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Couma_guianensis	Couma_guianensis	Couma_guianensis	Couma	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Couma_macrocarpa	Couma_macrocarpa	Couma_macrocarpa	Couma	Apocynaceae	tree	berry	P	yellow	F	3.5	3.5	NA	NA	NA	7
Couma_sp	Couma	sp	Couma	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Couma_utilis	Couma_utilis	Couma_utilis	Couma	Apocynaceae	NA	berry	NA	NA	NA	1.76	1.82	NA	NA	NA	1
Courna_macrocarpa	Couma_macrocarpa	Couma_macrocarpa	Couma	Apocynaceae	tree	berry	P	yellow	F	3.5	3.5	NA	NA	NA	7
Geissospermum_argenteum	Geissospermum_argenteum	Geissospermum_argenteum	Geissospermum	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geissospermum_laevis	Geissospermum_laeve	Geissospermum_laeve	Geissospermum	Apocynaceae	NA	NA	NA	NA	NA	6.3	3	1.7	1	1	10
Geissospermum_sp	Geissospermum	sp	Geissospermum	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hancornia_speciosa	Hancornia_speciosa	Hancornia_speciosa	Hancornia	Apocynaceae	NA	NA	NA	NA	NA	3.9	3.5	0.9	0.7	0.7	NA
Himanthanthus_articulatus	Himatanthus_articulatus	Himatanthus_articulatus	Himatanthus	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ipoema_sp	Isonema	sp	Isonema	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lacmellea_aculeata	Lacmellea_aculeata	Lacmellea_aculeata	Lacmellea	Apocynaceae	tree	berry	P	yellow	F	3.5	3	NA	1.5	1.5	3
Lacmellea_arborescens	Lacmellea_arborescens	Lacmellea_arborescens	Lacmellea	Apocynaceae	NA	berry	P	yellow	F	2.85	1.99	1.48	NA	NA	NA
Lacmellea_bahiensis	Lacmellea_bahiensis	Lacmellea_bahiensis	Lacmellea	Apocynaceae	tree	berry	P	yellow	F	3	2.28	0.81	0.8	0.8	9
Lacmellea_edulis	Lacmellea_edulis	Lacmellea_edulis	Lacmellea	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lacmellea_floribunda	Lacmellea_floribunda	Lacmellea_floribunda	Lacmellea	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lacmellea_gracilis	Lacmellea_gracilis	Lacmellea_gracilis	Lacmellea	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lacmellea_panamensis	Lacmellea_panamensis	Lacmellea_panamensis	Lacmellea	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lacmellea_peruviana	Lacmellea_peruviana	Lacmellea_peruviana	Lacmellea	Apocynaceae	tree	berry	NA	yellow	F	NA	NA	NA	NA	NA	3
Macoubea_guianensis	Macoubea_guianensis	Macoubea_guianensis	Macoubea	Apocynaceae	tree	capsule	P	yellow	F	8	6.4	2	1	1	20
Odontadenia_puncticulosa	Odontadenia_puncticulosa	Odontadenia_puncticulosa	Odontadenia	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacouria_boliviensis	Pacouria_boliviensis	Pacouria_boliviensis	Pacouria	Apocynaceae	liana	berry	P	yellow	F	10	9	2	NA	NA	9
Pacouria_guianensis	Pacouria_guianensis	Pacouria_guianensis	Pacouria	Apocynaceae	liana	berry	P	yellow	F	7.5	7	NA	1.5	1.5	12
palm_Msp	Alstonia	sp	Alstonia	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Parahancornia_fascicula	Parahancornia_fasciculata	Parahancornia_fasciculata	Parahancornia	Apocynaceae	tree	berry	P	green	F	6.25	6	NA	1.5	1.5	12
Parahancornia_fasciculata	Parahancornia_fasciculata	Parahancornia_fasciculata	Parahancornia	Apocynaceae	tree	berry	P	green	F	6.25	6	NA	1.5	1.5	12
Parahancornia_negroensis	Parahancornia_negroensis	Parahancornia_negroensis	Parahancornia	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paranchornia_peruviana	Parahancornia_peruviana	Parahancornia_peruviana	Parahancornia	Apocynaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peschiera_catharinensis	Tabernaemontana_catharinensis	Tabernaemontana_catharinensis	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	5.7	4	NA	NA	NA	NA
Rauvolfia_bahiensis	Rauvolfia_bahiensis	Rauvolfia_bahiensis	Rauvolfia	Apocynaceae	NA	NA	P	yellow	F	NA	NA	NA	NA	NA	NA
Rauvolfia_ligustrina	Rauvolfia_ligustrina	Rauvolfia_ligustrina	Rauvolfia	Apocynaceae	NA	NA	P	yellow	F	NA	NA	NA	NA	NA	NA
Rauvolfia_paraensis	Rauvolfia_paraensis	Rauvolfia_paraensis	Rauvolfia	Apocynaceae	NA	NA	P	yellow	F	NA	NA	NA	NA	NA	NA
Rauvolfia_polyphylla	Rauvolfia_polyphylla	Rauvolfia_polyphylla	Rauvolfia	Apocynaceae	NA	NA	P	yellow	F	NA	NA	NA	NA	NA	NA
Rhigosphira_sp	Rhigospira	sp	Rhigospira	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhigospira_quadrangularis	Rhigospira_quadrangularis	Rhigospira_quadrangularis	Rhigospira	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stemmadenia_donnell-smithii	Tabernaemontana_donnell-smithii	Tabernaemontana_donnell-smithii	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	8.3	3.7	0.8	0.29	0.29	8
Stemmadenia_obovata	Tabernaemontana_glabra	Tabernaemontana_glabra	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	NA	NA	NA	NA	NA	NA
Tabernaemontana_catharinesis	Tabernaemontana_catharinensis	Tabernaemontana_catharinensis	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	5.7	4	NA	NA	NA	NA
Tabernaemontana_cymosa	Tabernaemontana_cymosa	Tabernaemontana_cymosa	Tabernaemontana	Apocynaceae	NA	capsule	P	red_red	A_C	NA	NA	NA	NA	NA	10
Tabernaemontana_donnell-smithii	Tabernaemontana_donnell-smithii	Tabernaemontana_donnell-smithii	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	8.3	3.7	0.8	0.29	0.29	8
Tabernaemontana_hystrix	Tabernaemontana_hystrix	Tabernaemontana_hystrix	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	4.57	2.5	0.67	0.36	0.36	NA
Tabernaemontana_obovata	Tabernaemontana_longipes	Tabernaemontana_longipes	Tabernaemontana	Apocynaceae	tree	capsule	NA	red_green	A_C	8.5	2	NA	NA	NA	NA
Tabernaemontana_sananho	Tabernaemontana_longipes	Tabernaemontana_longipes	Tabernaemontana	Apocynaceae	tree	capsule	NA	red_green	A_C	8.5	2	NA	NA	NA	NA
Tabernaemontana_sp	Tabernaemontana	sp	Tabernaemontana	Apocynaceae	NA	capsule	P	red_green	A_C	NA	NA	NA	NA	NA	NA
Thevetia_ahouai	Thevetia_ahouai	Thevetia_ahouai	Thevetia	Apocynaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ilex_affinis	Ilex_affinis	Ilex_affinis	Ilex	Aquifoliaceae	NA	berry	A	purple	F	0.42	0.36	0.55	0.35	0.35	NA
Ilex_brevicuspis	Ilex_brevicuspis	Ilex_brevicuspis	Ilex	Aquifoliaceae	tree	berry	A	black	F	0.38	0.33	0.28	0.16	0.16	3
Ilex_cerasifolia	Ilex_cerasifolia	Ilex_cerasifolia	Ilex	Aquifoliaceae	NA	berry	NA	NA	NA	0.49	0.5	NA	NA	NA	3
Ilex_dumosa	Ilex_dumosa	Ilex_dumosa	Ilex	Aquifoliaceae	tree	berry	A	black	F	0.51	0.3	0.32	0.22	0.22	4
Ilex_pallida	Ilex_pallida	Ilex_pallida	Ilex	Aquifoliaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ilex_paraguaiensis	Ilex_paraguariensis	Ilex_paraguariensis	Ilex	Aquifoliaceae	tree	berry	A	purple	F	0.67	0.56	0.42	0.24	0.24	4
Ilex_paraguaiensis	Ilex_paraguariensis_var._paraguariensis	Ilex_paraguariensis	Ilex	Aquifoliaceae	tree	berry	A	purple	F	0.67	0.56	0.42	0.24	0.24	4
Ilex_paraguariensis	Ilex_paraguariensis	Ilex_paraguariensis	Ilex	Aquifoliaceae	tree	berry	A	purple	F	0.67	0.56	0.42	0.24	0.24	4
Ilex_pseudobuxus	Ilex_pseudobuxus	Ilex_pseudobuxus	Ilex	Aquifoliaceae	tree	berry	A	black	F	0.38	NA	NA	0.247	0.247	3
Ilex_sp	Ilex	sp	Ilex	Aquifoliaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ilex_theezans	Ilex_theezans	Ilex_theezans	Ilex	Aquifoliaceae	tree	berry	A	black	F	0.93	0.79	0.413	0.27	0.27	4
Other_Arecaceae	Ilex	sp	Ilex	Aquifoliaceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthurium_affine	Anthurium_affine	Anthurium_affine	Anthurium	Araceae	NA	berry	NA	NA	NA	1.07	0.37	NA	NA	NA	NA
Anthurium_brownei	Anthurium_brownii	Anthurium_brownii	Anthurium	Araceae	epiphyte	berry	A	white	I	6.7	5	NA	0.2	0.2	2
Anthurium_brownei	Anthurium_brownii	Diplazium_australe	Anthurium	Araceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthurium_crassinervium	Anthurium_crassinervium	Anthurium_crassinervium	Anthurium	Araceae	epiphyte	berry	A	white	I	5	0.9	NA	0.15	0.15	50
Anthurium_harrisii	Anthurium_harrisii	Anthurium_harrisii	Anthurium	Araceae	epiphyte	berry	A	white	I	5.5	0.9	NA	0.15	0.15	50
Anthurium_littorale	Anthurium_durandii	Anthurium_durandii	Anthurium	Araceae	epiphyte	berry	A	white	I	5.2	1	NA	0.13	0.13	50
Anthurium_plowmanii	Anthurium_plowmanii	Anthurium_plowmanii	Anthurium	Araceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthurium_scandens	Anthurium_scandens	Anthurium_scandens	Anthurium	Araceae	epiphyte	berry	A	white	I	0.58	0.54	0.23	0.13	0.13	4
Anthurium_smithii	Anthurium_smithii	Anthurium_smithii	Anthurium	Araceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthurium_sp	Anthurium	sp	Anthurium	Araceae	NA	berry	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterostigma_lividum	Asterostigma_luridum	Asterostigma_luridum	Asterostigma	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heteropsis_flexuosa	Heteropsis_flexuosa	Heteropsis_flexuosa	Heteropsis	Araceae	liana	infructescence	A	orange	I	6.5	3	NA	1	1	30
Heteropsis_jenmani	Heteropsis_flexuosa_var._flexuosa	Heteropsis_flexuosa	Heteropsis	Araceae	liana	infructescence	A	orange	I	6.5	3	NA	1	1	30
Heteropsis_oblongfolia	Heteropsis_oblongifolia	Heteropsis_oblongifolia	Heteropsis	Araceae	liana	infructescence	A	orange	I	9.5	3	1.48	0.6	0.6	30
Heteropsis_oblongifolia	Heteropsis_oblongifolia	Heteropsis_oblongifolia	Heteropsis	Araceae	liana	infructescence	A	orange	I	9.5	3	1.48	0.6	0.6	30
Heteropsis_spruceana	Heteropsis_spruceana	Heteropsis_spruceana	Heteropsis	Araceae	liana	infructescence	A	orange	I	NA	NA	0.43	0.36	0.36	30
Monstera_adansoni	Monstera_adansonii	Monstera_adansonii	Monstera	Araceae	liana	infructescence	A	white	I	16	2	0.85	0.72	0.72	30
Monstera_adansonii	Monstera_adansonii	Monstera_adansonii	Monstera	Araceae	liana	infructescence	A	white	I	16	2	0.85	0.72	0.72	30
Monstera_andasonii	Monstera_adansonii	Monstera_adansonii	Monstera	Araceae	liana	infructescence	A	white	I	16	2	0.85	0.72	0.72	30
Monstera_spruceana	Monstera_spruceana	Monstera_spruceana	Monstera	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montrichardia_linifera	Montrichardia_linifera	Montrichardia_linifera	Montrichardia	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_appendiculattum	Philodendron_appendiculatum	Philodendron_appendiculatum	Philodendron	Araceae	epiphyte	infructescence	A	white	I	9	1	NA	NA	NA	35
Philodendron_appendiculatum	Philodendron_appendiculatum	Philodendron_appendiculatum	Philodendron	Araceae	epiphyte	infructescence	A	white	I	9	1	NA	NA	NA	35
Philodendron_asplundii	Philodendron_asplundii	Philodendron_asplundii	Philodendron	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_bipinnatifidum	Thaumatophyllum_bipinnatifidum	Thaumatophyllum_bipinnatifidum	Thaumatophyllum	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_corcovadense	Thaumatophyllum_corcovadense	Thaumatophyllum_corcovadense	Thaumatophyllum	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_crassinervium	Philodendron_crassinervium	Philodendron_crassinervium	Philodendron	Araceae	epiphyte	infructescence	A	white	I	NA	NA	NA	0.2	0.2	35
Philodendron_cuneatum	Philodendron_cuneatum	Philodendron_cuneatum	Philodendron	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_enerstii	Philodendron_ernestii	Philodendron_ernestii	Philodendron	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philodendron_eximium	Philodendron_eximium	Philodendron_eximium	Philodendron	Araceae	epiphyte	infructescence	A	white	I	NA	NA	NA	0.2	0.2	35
Philodendron_hederaceum	Philodendron_hederaceum	Philodendron_hederaceum	Philodendron	Araceae	epiphyte	infructescence	A	white	I	NA	NA	NA	0.18	0.18	35
Philodendron_obliquifolium	Philodendron_obliquifolium	Philodendron_obliquifolium	Philodendron	Araceae	epiphyte	infructescence	A	white	I	8	2	NA	0.18	0.18	35
Philodendron_oblongum	Philodendron_oblongum	Philodendron_oblongum	Philodendron	Araceae	epiphyte	infructescence	A	white	I	NA	NA	NA	0.18	0.18	35
Philodendron_sp	Philodendron	sp	Philodendron	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pistia_sp	Pistia	sp	Pistia	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Richardela_sp	Zantedeschia	sp	Zantedeschia	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syngonium_podophyllum	Syngonium_podophyllum	Syngonium_podophyllum	Syngonium	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syngonium_sp	Syngonium	sp	Syngonium	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thaumatophyllum_corcovadense	Thaumatophyllum_corcovadense	Thaumatophyllum_corcovadense	Thaumatophyllum	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Xanthosoma_sp	Xanthosoma	sp	Xanthosoma	Araceae	NA	infructescence	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aralia_excelsa	Aralia_excelsa	Aralia_excelsa	Aralia	Araliaceae	tree	berry	A	black	F	0.85	0.85	NA	0.3	0.3	2
Aureliana_sp	Panax	sp	Panax	Araliaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dendropanax_arboreos	Dendropanax_arboreus	Dendropanax_arboreus	Dendropanax	Araliaceae	tree	berry	A	black	F	0.5	0.5	NA	NA	NA	4
Dendropanax_arboreus	Dendropanax_arboreus	Dendropanax_arboreus	Dendropanax	Araliaceae	tree	berry	A	black	F	0.5	0.5	NA	NA	NA	4
Dendropanax_caucanus	Dendropanax_caucanus	Dendropanax_caucanus	Dendropanax	Araliaceae	tree	berry	A	black	F	1.05	1	NA	0.6	0.6	4
Dendropanax_cuneatus	Dendropanax_cuneatus	Dendropanax_cuneatus	Dendropanax	Araliaceae	NA	NA	NA	NA	F	0.74	0.68	0.41	0.2	0.2	NA
Dendropanax_macrophyllus	Dendropanax_macrophyllus	Dendropanax_macrophyllus	Dendropanax	Araliaceae	tree	berry	A	black	F	0.56	0.8	NA	0.39	0.39	4
Dendropanax_sp	Dendropanax	sp	Dendropanax	Araliaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didymopanax_angustissimum	Didymopanax_angustissimus	Didymopanax_angustissimus	Didymopanax	Araliaceae	NA	berry	NA	brown	NA	0.9	0.7	NA	NA	NA	NA
Didymopanax_morototoni	Didymopanax_morototoni	Didymopanax_morototoni	Didymopanax	Araliaceae	NA	berry	NA	black	F	1.11	0.99	0.34	0.28	0.28	2
Oreopanax_capitatum	Oreopanax_capitatus	Oreopanax_capitatus	Oreopanax	Araliaceae	NA	drupe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schefflera_angustissima	Didymopanax_angustissimus	Didymopanax_angustissimus	Didymopanax	Araliaceae	NA	berry	NA	brown	NA	0.9	0.7	NA	NA	NA	NA
Schefflera_calva	Didymopanax_calvus	Didymopanax_calvus	Didymopanax	Araliaceae	NA	NA	NA	NA	NA	0.9	0.8	0.56	0.2	0.2	NA
Schefflera_decaphylla	Didymopanax_decaphyllus	Didymopanax_decaphyllus	Didymopanax	Araliaceae	NA	NA	NA	NA	NA	1.4	1.4	NA	NA	NA	NA
Schefflera_macrocarpa	Didymopanax_macrocarpus	Didymopanax_macrocarpus	Didymopanax	Araliaceae	NA	berry	NA	NA	NA	1.18	0.99	0.73	0.22	0.22	2
Schefflera_morototoni	Didymopanax_morototoni	Didymopanax_morototoni	Didymopanax	Araliaceae	NA	NA	NA	black	F	1.11	0.99	0.34	0.28	0.28	2
Schefflera_paraensis	Didymopanax_decaphyllus	Didymopanax_decaphyllus	Didymopanax	Araliaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schefflera_sp	Schefflera	sp	Schefflera	Araliaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schefflera_vinosa	Didymopanax_vinosus	Didymopanax_vinosus	Didymopanax	Araliaceae	NA	NA	NA	NA	NA	0.56	0.76	0.46	0.34	0.34	2
Sciadodendron_excelsum	Aralia_excelsa	Aralia_excelsa	Aralia	Araliaceae	tree	berry	A	black	F	0.85	0.85	NA	0.3	0.3	2
Araucaria_angustifolia	Araucaria_angustifolia	Araucaria_angustifolia	Araucaria	Araucariaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acrocomia_acuelata	Acrocomia_aculeata	Acrocomia_aculeata	Acrocomia	Arecaceae	palm	drupe	NA	NA	NA	4.62	4.1	2.5	2.32	2.32	1
Acrocomia_aculeata	Acrocomia_aculeata	Acrocomia_aculeata	Acrocomia	Arecaceae	palm	drupe	NA	NA	NA	4.62	4.1	2.5	2.32	2.32	1
Acrocomia_aculeatag	Acrocomia_aculeata	Acrocomia_aculeata	Acrocomia	Arecaceae	palm	drupe	NA	NA	NA	4.62	4.1	2.5	2.32	2.32	1
Acrocomia_totai	Acrocomia_totai	Acrocomia_totai	Acrocomia	Arecaceae	palm	drupe	NA	NA	NA	2.78	2.78	1.61	1.61	1.61	1
Acrocomia_vinifera	Acrocomia_aculeata	Acrocomia_aculeata	Acrocomia	Arecaceae	palm	drupe	NA	NA	NA	4.62	4.1	2.5	2.32	2.32	1
Allagoptera_arenari	Allagoptera_arenaria	Allagoptera_arenaria	Allagoptera	Arecaceae	palm	drupe	NA	NA	NA	NA	1.2	NA	NA	NA	1
Allagoptera_arenaria	Allagoptera_arenaria	Allagoptera_arenaria	Allagoptera	Arecaceae	palm	drupe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allagoptera_campestris	Allagoptera_campestris	Allagoptera_campestris	Allagoptera	Arecaceae	palm	drupe	NA	NA	NA	1.5	0.7	NA	NA	NA	NA
Aphandra_natalia	Aphandra_natalia	Aphandra_natalia	Aphandra	Arecaceae	palm	drupe	NA	NA	NA	4.75	3.2	5	3.5	3.5	1
Archontophoenix_cunninghamiana	Archontophoenix_cunninghamiana	Archontophoenix_cunninghamiana	Archontophoenix	Arecaceae	palm	drupe	NA	NA	NA	1.13	0.89	1.13	0.83	0.83	1
Astrocaryum_acuelatissimum	Astrocaryum_aculeatissimum	Astrocaryum_aculeatissimum	Astrocaryum	Arecaceae	palm	drupe	P	brown	F	4.57	2.99	2.79	1.93	1.93	1
Astrocaryum_acuelatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	5.4	5.4	4.3	4.3	4.3	1
Astrocaryum_acuelatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	5.4	5.4	NA	NA	NA	NA
Astrocaryum_acuelatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum_aculeatissimum	Astrocaryum_aculeatissimum	Astrocaryum_aculeatissimum	Astrocaryum	Arecaceae	palm	drupe	P	brown	F	4.57	2.99	2.79	1.93	1.93	1
Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	5.4	5.4	4.3	4.3	4.3	1
Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	5.4	5.4	NA	NA	NA	NA
Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum_alatum	Astrocaryum_alatum	Astrocaryum_alatum	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	7	5	6	NA	NA	1
Astrocaryum_campestre	Astrocaryum_campestre	Astrocaryum_campestre	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	4	3.5	NA	NA	NA	1
Astrocaryum_chambira	Astrocaryum_chambira	Astrocaryum_chambira	Astrocaryum	Arecaceae	palm	drupe	P	yellow	F	7	4.75	NA	2.8	2.8	1
Astrocaryum_gratum	Astrocaryum_gratum	Astrocaryum_gratum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	5.3	3.5	NA	NA	NA	1
Astrocaryum_gynacanthum	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	5.4	5.4	4.3	4.3	4.3	1
Astrocaryum_jauari	Astrocaryum_jauari	Astrocaryum_jauari	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	2.4	NA	NA	NA	NA
Astrocaryum_malybo	Astrocaryum_malybo	Astrocaryum_malybo	Astrocaryum	Arecaceae	palm	drupe	P	black	NA	NA	4	NA	NA	NA	NA
Astrocaryum_mexicanum	Astrocaryum_mexicanum	Astrocaryum_mexicanum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	1.8	6.2	NA	NA	NA
Astrocaryum_mumbaca	Astrocaryum_aculeatum	Astrocaryum_aculeatum	Astrocaryum	Arecaceae	palm	drupe	P	NA	F	5.4	5.4	4.3	4.3	4.3	1
Astrocaryum_murumuru	Astrocaryum_murumuru	Astrocaryum_murumuru	Astrocaryum	Arecaceae	palm	drupe	P	brown	F	5.75	3.25	4	2.5	2.5	1
Astrocaryum_paramaca	Astrocaryum_paramaca	Astrocaryum_paramaca	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	3.75	2.25	NA	NA	NA	NA
Astrocaryum_sciophilum	Astrocaryum_sciophilum	Astrocaryum_sciophilum	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	6.5	3.3	NA	NA	NA	NA
Astrocaryum_sp	Astrocaryum	sp	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum_standleyanum	Astrocaryum_standleyanum	Astrocaryum_standleyanum	Astrocaryum	Arecaceae	palm	drupe	P	orange	F	4.5	3.1	2	1.8	1.8	1
Astrocaryum_tucuma	Astrocaryum_tucuma	Astrocaryum_tucuma	Astrocaryum	Arecaceae	palm	drupe	NA	NA	NA	NA	4	NA	NA	NA	NA
